Sample_Origin,Cell_type.refined,Cell_subtype,n_cells,mean_score,median_score,sd_score,score
tLung,T/NK cells,CD4+ Th,3572,0.24262343,0.21972246,0.17725211,inflammatory_macrophage
tLung,T/NK cells,CD8 low T,785,0.16378665,0.13862944,0.18418601,inflammatory_macrophage
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.16556141,0.13862944,0.15688139,inflammatory_macrophage
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.19272864,0.13862944,0.18949078,inflammatory_macrophage
tLung,T/NK cells,Exhausted CD8+ T,1762,0.19246863,0.13862944,0.18684225,inflammatory_macrophage
tLung,T/NK cells,Exhausted Tfh,385,0.15784088,0.13862944,0.1586243,inflammatory_macrophage
tLung,T/NK cells,NK,739,0.3105243,0.27725887,0.2812793,inflammatory_macrophage
tLung,T/NK cells,Naive CD4+ T,1743,0.1796915,0.13862944,0.15935977,inflammatory_macrophage
tLung,T/NK cells,Naive CD8+ T,203,0.13922656,0.13862944,0.14995569,inflammatory_macrophage
tLung,T/NK cells,Treg,1608,0.1952704,0.13862944,0.1621494,inflammatory_macrophage
tLung,T/NK cells,Undetermined,262,0.31113413,0.27725887,0.25530738,inflammatory_macrophage
tLung,,,5742,0.21120779,0.13862944,0.20362222,inflammatory_macrophage
PE,B lymphocytes,Follicular B cells,3019,0.0058406023,0.0,0.032029435,resident_macrophage
PE,B lymphocytes,MALT B cells,109,0.012718297,0.0,0.045398973,resident_macrophage
PE,B lymphocytes,Undetermined,152,0.0075071515,0.0,0.037909754,resident_macrophage
PE,Epithelial cells,,396,0.12358626,0.0,0.18446498,resident_macrophage
PE,Myeloid cells,Pleural Mac,2713,0.38474575,0.3465736,0.31418747,resident_macrophage
PE,Myeloid cells,Undetermined,142,0.07038824,0.0,0.13136613,resident_macrophage
PE,T/NK cells,CD8 low T,1691,0.004303989,0.0,0.026976481,resident_macrophage
PE,T/NK cells,Cytotoxic CD8+ T,149,0.0034889958,0.0,0.024421848,resident_macrophage
PE,T/NK cells,Exhausted CD8+ T,438,0.0033964855,0.0,0.025338879,resident_macrophage
PE,T/NK cells,NK,517,0.003016598,0.0,0.022685505,resident_macrophage
PE,T/NK cells,Naive CD4+ T,4365,0.0020875784,0.0,0.019432321,resident_macrophage
PE,T/NK cells,Naive CD8+ T,1418,0.0024441015,0.0,0.020441419,resident_macrophage
PE,T/NK cells,Treg,519,0.0030049733,0.0,0.022642441,resident_macrophage
PE,,,4368,0.003045011,0.0,0.023481585,resident_macrophage
mBrain,B lymphocytes,Follicular B cells,675,0.011382979,0.0,0.04734174,resident_macrophage
mBrain,B lymphocytes,MALT B cells,326,0.0130682485,0.0,0.04868954,resident_macrophage
mBrain,B lymphocytes,Plasma cells,299,0.010431981,0.0,0.041286793,resident_macrophage
mBrain,Endothelial cells,Tumor ECs,155,0.035227276,0.0,0.08359317,resident_macrophage
mBrain,Epithelial cells,Malignant cells,15423,0.023401733,0.0,0.07220019,resident_macrophage
mBrain,Fibroblasts,FB-like cells,200,0.04657506,0.0,0.09614383,resident_macrophage
mBrain,Fibroblasts,Pericytes,217,0.02814652,0.0,0.085443385,resident_macrophage
mBrain,MAST cells,MAST,508,0.0044924687,0.0,0.034164235,resident_macrophage
mBrain,Myeloid cells,Alveolar Mac,133,0.79951113,0.7489331,0.50939775,resident_macrophage
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.110568635,0.0,0.19358397,resident_macrophage
mBrain,Myeloid cells,Microglia/Mac,563,0.25702846,0.1732868,0.28180203,resident_macrophage
mBrain,Myeloid cells,Monocytes,251,0.063868545,0.0,0.12389473,resident_macrophage
mBrain,Myeloid cells,Undetermined,445,0.15053374,0.0,0.21436991,resident_macrophage
mBrain,Myeloid cells,mo-Mac,3942,0.39110905,0.27465308,0.4198848,resident_macrophage
mBrain,T/NK cells,CD4+ Th,340,0.010491477,0.0,0.04236894,resident_macrophage
mBrain,T/NK cells,CD8 low T,146,0.005934479,0.0,0.03162275,resident_macrophage
mBrain,T/NK cells,Exhausted CD8+ T,364,0.011703981,0.0,0.04441923,resident_macrophage
mBrain,T/NK cells,NK,306,0.004530374,0.0,0.027695421,resident_macrophage
mBrain,T/NK cells,Naive CD4+ T,259,0.008028732,0.0,0.039556704,resident_macrophage
mBrain,T/NK cells,Treg,348,0.008258492,0.0,0.03804004,resident_macrophage
mBrain,T/NK cells,Undetermined,801,0.0017307046,0.0,0.017241927,resident_macrophage
mBrain,,,2835,0.0062046926,0.0,0.035025008,resident_macrophage
mLN,B lymphocytes,Follicular B cells,5119,0.007137616,0.0,0.036783308,resident_macrophage
mLN,B lymphocytes,GC B cells in the DZ,233,0.038674656,0.0,0.08877017,resident_macrophage
mLN,B lymphocytes,GC B cells in the LZ,149,0.02510328,0.0,0.06271474,resident_macrophage
mLN,B lymphocytes,MALT B cells,208,0.010484653,0.0,0.04300774,resident_macrophage
mLN,B lymphocytes,Undetermined,270,0.009627044,0.0,0.03976703,resident_macrophage
mLN,Epithelial cells,Malignant cells,2961,0.045080718,0.0,0.12050912,resident_macrophage
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.14679126,0.0,0.23719423,resident_macrophage
mLN,Myeloid cells,Monocytes,563,0.052486155,0.0,0.11332558,resident_macrophage
mLN,Myeloid cells,Undetermined,545,0.06733606,0.0,0.13021873,resident_macrophage
mLN,Myeloid cells,mo-Mac,3841,0.5763229,0.5198604,0.4595138,resident_macrophage
mLN,T/NK cells,CD4+ Th,491,0.015915116,0.0,0.057851635,resident_macrophage
mLN,T/NK cells,CD8 low T,361,0.0067202635,0.0,0.03350344,resident_macrophage
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.0007101918,0.0,0.01109355,resident_macrophage
mLN,T/NK cells,Exhausted CD8+ T,492,0.0040803277,0.0,0.027359197,resident_macrophage
mLN,T/NK cells,NK,721,0.003364792,0.0,0.02392794,resident_macrophage
mLN,T/NK cells,Naive CD4+ T,1757,0.003945061,0.0,0.025854282,resident_macrophage
mLN,T/NK cells,Naive CD8+ T,231,0.003000637,0.0,0.022653665,resident_macrophage
mLN,T/NK cells,Treg,633,0.0049275868,0.0,0.028825635,resident_macrophage
mLN,T/NK cells,Undetermined,109,0.014308084,0.0,0.053402457,resident_macrophage
mLN,,,1819,0.0048585082,0.0,0.029185524,resident_macrophage
nLN,B lymphocytes,Follicular B cells,8982,0.007473198,0.0,0.036086965,resident_macrophage
nLN,B lymphocytes,GC B cells in the DZ,169,0.035636466,0.0,0.07840078,resident_macrophage
nLN,B lymphocytes,GC B cells in the LZ,132,0.024397943,0.0,0.062232103,resident_macrophage
nLN,B lymphocytes,MALT B cells,525,0.025888912,0.0,0.07388285,resident_macrophage
nLN,B lymphocytes,Plasma cells,488,0.0028407671,0.0,0.024668021,resident_macrophage
nLN,B lymphocytes,Undetermined,276,0.0060179257,0.0,0.03333932,resident_macrophage
nLN,Myeloid cells,Activated DCs,122,0.009942685,0.0,0.04046605,resident_macrophage
nLN,Myeloid cells,CD1c+ DCs,181,0.07319485,0.0,0.1333189,resident_macrophage
nLN,Myeloid cells,Undetermined,868,0.27023062,0.0,0.43495992,resident_macrophage
nLN,T/NK cells,CD4+ Th,1159,0.0014951406,0.0,0.016033543,resident_macrophage
nLN,T/NK cells,CD8 low T,921,0.0007526028,0.0,0.011401353,resident_macrophage
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.00093668536,0.0,0.012740298,resident_macrophage
nLN,T/NK cells,Exhausted CD8+ T,168,0.003094407,0.0,0.023017343,resident_macrophage
nLN,T/NK cells,NK,307,0.0020235397,0.0,0.020944515,resident_macrophage
nLN,T/NK cells,Naive CD4+ T,13713,0.0009193802,0.0,0.012828636,resident_macrophage
nLN,T/NK cells,Naive CD8+ T,1317,0.00026315384,0.0,0.006750291,resident_macrophage
nLN,T/NK cells,Treg,1516,0.0033817173,0.0,0.025158858,resident_macrophage
nLN,T/NK cells,Undetermined,139,0.016630357,0.0,0.058575626,resident_macrophage
nLN,,,6096,0.0010684018,0.0,0.0140872225,resident_macrophage
nLung,B lymphocytes,Follicular B cells,332,0.041499984,0.0,0.083051406,resident_macrophage
nLung,B lymphocytes,GrB-secreting B cells,186,0.06269175,0.0,0.13489224,resident_macrophage
nLung,Endothelial cells,Lymphatic ECs,207,0.16752525,0.1732868,0.1654831,resident_macrophage
nLung,Endothelial cells,Stalk-like ECs,322,0.039021697,0.0,0.090169325,resident_macrophage
nLung,Endothelial cells,Tip-like ECs,654,0.027691383,0.0,0.071673445,resident_macrophage
nLung,Epithelial cells,AT1,530,0.032073215,0.0,0.08296676,resident_macrophage
nLung,Epithelial cells,AT2,2020,0.069125354,0.0,0.11655442,resident_macrophage
nLung,Epithelial cells,Ciliated,654,0.06647713,0.0,0.1376822,resident_macrophage
nLung,Epithelial cells,Club,439,0.064172134,0.0,0.1284021,resident_macrophage
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.021473335,0.0,0.06527418,resident_macrophage
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.022077164,0.0,0.06575194,resident_macrophage
nLung,Fibroblasts,Undetermined,122,0.15556815,0.0,0.40829313,resident_macrophage
nLung,MAST cells,MAST,1079,0.04965543,0.0,0.17506692,resident_macrophage
nLung,Myeloid cells,Alveolar Mac,12211,1.347365,1.3638303,0.5385663,resident_macrophage
nLung,Myeloid cells,CD141+ DCs,101,0.0699236,0.0,0.0984249,resident_macrophage
nLung,Myeloid cells,CD163+CD14+ DCs,143,0.3940528,0.27465308,0.37447292,resident_macrophage
nLung,Myeloid cells,CD1c+ DCs,880,0.19749072,0.1732868,0.21746689,resident_macrophage
nLung,Myeloid cells,Monocytes,2319,0.07566085,0.0,0.13053924,resident_macrophage
nLung,Myeloid cells,mo-Mac,808,0.63710463,0.58756006,0.39345598,resident_macrophage
nLung,T/NK cells,CD4+ Th,3101,0.037361417,0.0,0.082198344,resident_macrophage
nLung,T/NK cells,CD8 low T,680,0.03145527,0.0,0.07296903,resident_macrophage
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.036774315,0.0,0.07896955,resident_macrophage
nLung,T/NK cells,Exhausted CD8+ T,177,0.023090186,0.0,0.060381763,resident_macrophage
nLung,T/NK cells,NK,4752,0.023832422,0.0,0.06485442,resident_macrophage
nLung,T/NK cells,Naive CD4+ T,280,0.027335946,0.0,0.07116604,resident_macrophage
nLung,T/NK cells,Treg,196,0.034263827,0.0,0.07636864,resident_macrophage
nLung,T/NK cells,Undetermined,106,0.071406744,0.0,0.11145593,resident_macrophage
nLung,,,6614,0.03239718,0.0,0.08942436,resident_macrophage
tL/B,B lymphocytes,Follicular B cells,382,0.0036290428,0.0,0.02484575,resident_macrophage
tL/B,Epithelial cells,Malignant cells,6400,0.057596687,0.0,0.1066695,resident_macrophage
tL/B,Epithelial cells,,182,0.0057127513,0.0,0.031025762,resident_macrophage
tL/B,Myeloid cells,Monocytes,499,0.04195367,0.0,0.098483324,resident_macrophage
tL/B,Myeloid cells,Undetermined,195,0.07487067,0.0,0.19448526,resident_macrophage
tL/B,Myeloid cells,mo-Mac,460,0.5075164,0.27465308,0.61589843,resident_macrophage
tL/B,T/NK cells,CD4+ Th,252,0.008653999,0.0,0.039259735,resident_macrophage
tL/B,T/NK cells,CD8 low T,342,0.004053492,0.0,0.026229708,resident_macrophage
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.0059754066,0.0,0.031673536,resident_macrophage
tL/B,T/NK cells,Exhausted CD8+ T,397,0.005237888,0.0,0.029705962,resident_macrophage
tL/B,T/NK cells,NK,406,0.0038413329,0.0,0.02554415,resident_macrophage
tL/B,T/NK cells,Naive CD4+ T,410,0.0038038564,0.0,0.025421744,resident_macrophage
tL/B,T/NK cells,Naive CD8+ T,105,0.0033007008,0.0,0.023800593,resident_macrophage
tL/B,T/NK cells,Treg,346,0.005802084,0.0,0.032484986,resident_macrophage
tL/B,,,963,0.004318674,0.0,0.02815858,resident_macrophage
tLung,B lymphocytes,Follicular B cells,3580,0.015115847,0.0,0.05217964,resident_macrophage
tLung,B lymphocytes,MALT B cells,1126,0.029498722,0.0,0.07450694,resident_macrophage
tLung,B lymphocytes,Plasma cells,314,0.01080833,0.0,0.04301952,resident_macrophage
tLung,B lymphocytes,Undetermined,130,0.020221137,0.0,0.059588518,resident_macrophage
tLung,Endothelial cells,Stalk-like ECs,103,0.037012715,0.0,0.07918904,resident_macrophage
tLung,Endothelial cells,Tip-like ECs,168,0.03645196,0.0,0.10060949,resident_macrophage
tLung,Endothelial cells,Tumor ECs,274,0.042695448,0.0,0.10356246,resident_macrophage
tLung,Epithelial cells,tS1,3270,0.020725418,0.0,0.07903041,resident_macrophage
tLung,Epithelial cells,tS2,3018,0.064440124,0.0,0.13041559,resident_macrophage
tLung,Epithelial cells,,918,0.032714978,0.0,0.11671688,resident_macrophage
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.013528737,0.0,0.06343431,resident_macrophage
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.012516605,0.0,0.04904393,resident_macrophage
tLung,Fibroblasts,Myofibroblasts,245,0.011316689,0.0,0.04567944,resident_macrophage
tLung,Fibroblasts,Smooth muscle cells,139,0.0074800057,0.0,0.041041635,resident_macrophage
tLung,Fibroblasts,Undetermined,111,0.045271497,0.0,0.16725829,resident_macrophage
tLung,MAST cells,MAST,1809,0.0116424505,0.0,0.049140867,resident_macrophage
tLung,Myeloid cells,Activated DCs,154,0.050359942,0.0,0.101536624,resident_macrophage
tLung,Myeloid cells,Alveolar Mac,1324,1.3489541,1.4086974,0.5327294,resident_macrophage
tLung,Myeloid cells,CD163+CD14+ DCs,660,0.21648042,0.1732868,0.26651356,resident_macrophage
tLung,Myeloid cells,CD1c+ DCs,528,0.18141216,0.1732868,0.20536925,resident_macrophage
tLung,Myeloid cells,Monocytes,639,0.105739035,0.0,0.18779267,resident_macrophage
tLung,Myeloid cells,Undetermined,484,0.13929738,0.0,0.25567964,resident_macrophage
tLung,Myeloid cells,mo-Mac,4678,0.8314756,0.7489331,0.64395565,resident_macrophage
tLung,Myeloid cells,pDCs,116,0.026269324,0.0,0.08082163,resident_macrophage
tLung,T/NK cells,CD4+ Th,3572,0.013689728,0.0,0.049386043,resident_macrophage
tLung,T/NK cells,CD8 low T,785,0.0088299,0.0,0.039122794,resident_macrophage
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.008233712,0.0,0.038147964,resident_macrophage
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.010606546,0.0,0.04404995,resident_macrophage
tLung,T/NK cells,Exhausted CD8+ T,1762,0.012523447,0.0,0.046323862,resident_macrophage
tLung,T/NK cells,Exhausted Tfh,385,0.026521796,0.0,0.07609701,resident_macrophage
tLung,T/NK cells,NK,739,0.008910552,0.0,0.04036611,resident_macrophage
tLung,T/NK cells,Naive CD4+ T,1743,0.00741514,0.0,0.03579281,resident_macrophage
tLung,T/NK cells,Naive CD8+ T,203,0.0059754066,0.0,0.03169705,resident_macrophage
tLung,T/NK cells,Treg,1608,0.014469087,0.0,0.053393617,resident_macrophage
tLung,T/NK cells,Undetermined,262,0.02744271,0.0,0.07469039,resident_macrophage
tLung,,,5742,0.009453959,0.0,0.041704167,resident_macrophage
PE,B lymphocytes,Follicular B cells,3019,0.033123896,0.023104906,0.029863752,refined_epithelial_progenitor_like
PE,B lymphocytes,MALT B cells,109,0.11819403,0.11552453,0.058090307,refined_epithelial_progenitor_like
PE,B lymphocytes,Undetermined,152,0.05599581,0.046209812,0.03902757,refined_epithelial_progenitor_like
PE,Epithelial cells,,396,1.4333748,1.3620632,0.9205472,refined_epithelial_progenitor_like
PE,Myeloid cells,Pleural Mac,2713,0.10334311,0.08796857,0.07235155,refined_epithelial_progenitor_like
PE,Myeloid cells,Undetermined,142,0.06815709,0.046209812,0.06660321,refined_epithelial_progenitor_like
PE,T/NK cells,CD8 low T,1691,0.03237454,0.023104906,0.028103832,refined_epithelial_progenitor_like
PE,T/NK cells,Cytotoxic CD8+ T,149,0.031214014,0.023104906,0.024817523,refined_epithelial_progenitor_like
PE,T/NK cells,Exhausted CD8+ T,438,0.037750863,0.036620412,0.031502128,refined_epithelial_progenitor_like
PE,T/NK cells,NK,517,0.02704168,0.023104906,0.026088156,refined_epithelial_progenitor_like
PE,T/NK cells,Naive CD4+ T,4365,0.027477758,0.023104906,0.027059618,refined_epithelial_progenitor_like
PE,T/NK cells,Naive CD8+ T,1418,0.024986776,0.023104906,0.024688898,refined_epithelial_progenitor_like
PE,T/NK cells,Treg,519,0.03502234,0.023104906,0.030607747,refined_epithelial_progenitor_like
PE,,,4368,0.027650768,0.023104906,0.030172778,refined_epithelial_progenitor_like
mBrain,B lymphocytes,Follicular B cells,675,0.053468984,0.046209812,0.05195971,refined_epithelial_progenitor_like
mBrain,B lymphocytes,MALT B cells,326,0.097000286,0.06931472,0.0957395,refined_epithelial_progenitor_like
mBrain,B lymphocytes,Plasma cells,299,0.071099825,0.06931472,0.059018318,refined_epithelial_progenitor_like
mBrain,Endothelial cells,Tumor ECs,155,0.47315276,0.40184787,0.30717906,refined_epithelial_progenitor_like
mBrain,Epithelial cells,Malignant cells,15423,1.0502696,0.94844025,0.65443504,refined_epithelial_progenitor_like
mBrain,Fibroblasts,FB-like cells,200,0.6125868,0.58288664,0.2630356,refined_epithelial_progenitor_like
mBrain,Fibroblasts,Pericytes,217,0.3890793,0.3609249,0.25910252,refined_epithelial_progenitor_like
mBrain,MAST cells,MAST,508,0.041502606,0.023104906,0.046378963,refined_epithelial_progenitor_like
mBrain,Myeloid cells,Alveolar Mac,133,0.21546245,0.20579287,0.1309248,refined_epithelial_progenitor_like
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.144252,0.12904003,0.08634559,refined_epithelial_progenitor_like
mBrain,Myeloid cells,Microglia/Mac,563,0.1523639,0.13862944,0.0855076,refined_epithelial_progenitor_like
mBrain,Myeloid cells,Monocytes,251,0.070325695,0.059725318,0.04828388,refined_epithelial_progenitor_like
mBrain,Myeloid cells,Undetermined,445,0.07071884,0.046209812,0.088751845,refined_epithelial_progenitor_like
mBrain,Myeloid cells,mo-Mac,3942,0.15320899,0.12377581,0.12649307,refined_epithelial_progenitor_like
mBrain,T/NK cells,CD4+ Th,340,0.06476148,0.046209812,0.05646792,refined_epithelial_progenitor_like
mBrain,T/NK cells,CD8 low T,146,0.044938076,0.023104906,0.043348603,refined_epithelial_progenitor_like
mBrain,T/NK cells,Exhausted CD8+ T,364,0.049701832,0.046209812,0.0488556,refined_epithelial_progenitor_like
mBrain,T/NK cells,NK,306,0.03307208,0.023104906,0.041840076,refined_epithelial_progenitor_like
mBrain,T/NK cells,Naive CD4+ T,259,0.04370888,0.036620412,0.045062464,refined_epithelial_progenitor_like
mBrain,T/NK cells,Treg,348,0.060692474,0.046209812,0.052777946,refined_epithelial_progenitor_like
mBrain,T/NK cells,Undetermined,801,0.03470013,0.023104906,0.036562376,refined_epithelial_progenitor_like
mBrain,,,2835,0.063413695,0.036620412,0.10289471,refined_epithelial_progenitor_like
mLN,B lymphocytes,Follicular B cells,5119,0.040766425,0.036620412,0.03437939,refined_epithelial_progenitor_like
mLN,B lymphocytes,GC B cells in the DZ,233,0.081899,0.059725318,0.075786464,refined_epithelial_progenitor_like
mLN,B lymphocytes,GC B cells in the LZ,149,0.048723847,0.046209812,0.037262455,refined_epithelial_progenitor_like
mLN,B lymphocytes,MALT B cells,208,0.11259826,0.10593513,0.06985028,refined_epithelial_progenitor_like
mLN,B lymphocytes,Undetermined,270,0.06778271,0.056686625,0.054355644,refined_epithelial_progenitor_like
mLN,Epithelial cells,Malignant cells,2961,1.3524674,1.353938,0.8310604,refined_epithelial_progenitor_like
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.17959815,0.17234947,0.095571585,refined_epithelial_progenitor_like
mLN,Myeloid cells,Monocytes,563,0.06873664,0.059725318,0.05170513,refined_epithelial_progenitor_like
mLN,Myeloid cells,Undetermined,545,0.08812877,0.06931472,0.08276157,refined_epithelial_progenitor_like
mLN,Myeloid cells,mo-Mac,3841,0.20986514,0.1939037,0.12203197,refined_epithelial_progenitor_like
mLN,T/NK cells,CD4+ Th,491,0.048091397,0.046209812,0.035973024,refined_epithelial_progenitor_like
mLN,T/NK cells,CD8 low T,361,0.03442427,0.023104906,0.031119544,refined_epithelial_progenitor_like
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.038679752,0.036620412,0.027853595,refined_epithelial_progenitor_like
mLN,T/NK cells,Exhausted CD8+ T,492,0.042763427,0.023104906,0.04266085,refined_epithelial_progenitor_like
mLN,T/NK cells,NK,721,0.03633106,0.023104906,0.033932053,refined_epithelial_progenitor_like
mLN,T/NK cells,Naive CD4+ T,1757,0.02645453,0.023104906,0.029661654,refined_epithelial_progenitor_like
mLN,T/NK cells,Naive CD8+ T,231,0.027831072,0.023104906,0.025343142,refined_epithelial_progenitor_like
mLN,T/NK cells,Treg,633,0.05015003,0.046209812,0.047761917,refined_epithelial_progenitor_like
mLN,T/NK cells,Undetermined,109,0.10018975,0.06931472,0.07381243,refined_epithelial_progenitor_like
mLN,,,1819,0.039495748,0.023104906,0.053494275,refined_epithelial_progenitor_like
nLN,B lymphocytes,Follicular B cells,8982,0.026475452,0.023104906,0.025921063,refined_epithelial_progenitor_like
nLN,B lymphocytes,GC B cells in the DZ,169,0.047161896,0.036620412,0.046129506,refined_epithelial_progenitor_like
nLN,B lymphocytes,GC B cells in the LZ,132,0.027969887,0.023104906,0.027495489,refined_epithelial_progenitor_like
nLN,B lymphocytes,MALT B cells,525,0.08562939,0.08283022,0.060332503,refined_epithelial_progenitor_like
nLN,B lymphocytes,Plasma cells,488,0.014245065,0.0,0.023145447,refined_epithelial_progenitor_like
nLN,B lymphocytes,Undetermined,276,0.033119082,0.023104906,0.032122035,refined_epithelial_progenitor_like
nLN,Myeloid cells,Activated DCs,122,0.066472955,0.059725318,0.048069917,refined_epithelial_progenitor_like
nLN,Myeloid cells,CD1c+ DCs,181,0.08979352,0.092419624,0.048761975,refined_epithelial_progenitor_like
nLN,Myeloid cells,Undetermined,868,0.13154723,0.076752834,0.13624279,refined_epithelial_progenitor_like
nLN,T/NK cells,CD4+ Th,1159,0.017726244,0.023104906,0.021037461,refined_epithelial_progenitor_like
nLN,T/NK cells,CD8 low T,921,0.012895378,0.0,0.019046968,refined_epithelial_progenitor_like
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.0151261315,0.0,0.018976472,refined_epithelial_progenitor_like
